,id,date
870,11195886,2021-08-01
871,11195886,2021-07-01
872,11195886,2021-07-01
873,11195886,2021-06-01
874,11195886,2021-06-01
875,11195886,2021-06-01
876,11195886,2020-09-01
877,11195886,2020-09-01
878,11195886,2020-08-01
879,11195886,2020-03-01
880,11195886,2019-07-01
881,11195886,2019-06-01
882,11195886,2019-02-01
883,11195886,2018-09-01
884,11195886,2018-08-01
885,11195886,2018-07-01
886,11195886,2018-06-01
887,11195886,2017-08-01
888,11195886,2017-07-01
889,11195886,2017-06-01
890,11195886,2017-06-01
891,11195886,2016-11-01
892,11195886,2016-09-01
893,11195886,2016-08-01
894,11195886,2016-07-01
895,11195886,2016-06-01
896,11195886,2022-06-01
897,11195886,2022-06-01
898,11195886,2022-06-01
899,11195886,2022-05-01
900,11195886,2022-04-01
901,11195886,2021-11-01
902,11195886,2021-10-01
903,11195886,2021-10-01
904,11195886,2021-09-01
905,11195886,2021-09-01
906,11195886,2021-09-01
907,11195886,2021-07-01
908,11195886,2020-06-01
909,11195886,2019-11-01
910,11195886,2019-10-01
911,11195886,2019-09-01
912,11195886,2019-07-01
913,11195886,2019-07-01
914,11195886,2019-06-01
915,11195886,2019-05-01
916,11195886,2018-10-01
917,11195886,2018-09-01
918,11195886,2018-09-01
919,11195886,2018-09-01
920,11195886,2018-07-01
921,11195886,2018-04-01
922,11195886,2017-11-01
923,11195886,2017-10-01
924,11195886,2017-10-01
925,11195886,2017-09-01
926,11195886,2017-08-01
927,11195886,2017-05-01
928,11195886,2017-05-01
929,11195886,2017-04-01
930,11195886,2017-04-01
931,11195886,2017-04-01
932,11195886,2016-12-01
933,11195886,2016-10-01
934,11195886,2016-10-01
935,11195886,2016-09-01
936,11195886,2016-08-01
937,11195886,2016-07-01
938,11195886,2016-07-01
939,11195886,2016-07-01
940,11195886,2016-07-01
941,11195886,2016-07-01
942,11195886,2016-04-01
943,32585681,2019-07-01
944,32585681,2022-07-01
945,50772894,2022-09-01
946,50772894,2021-10-01
947,50772894,2022-07-01
948,50772894,2021-10-01
949,50772894,2021-08-01
950,50772894,2021-08-01
951,50772894,2021-07-01
952,50772894,2021-07-01
953,19104945,2022-06-01
954,19104945,2021-09-01
955,19104945,2021-06-01
956,19104945,2021-06-01
957,19104945,2021-06-01
958,19104945,2020-08-01
959,19104945,2020-08-01
960,19104945,2020-08-01
961,19104945,2020-08-01
962,19104945,2020-07-01
963,19104945,2020-07-01
964,19104945,2020-06-01
965,19104945,2020-06-01
966,19104945,2020-03-01
967,19104945,2019-10-01
968,19104945,2019-09-01
969,19104945,2019-08-01
970,19104945,2019-08-01
971,19104945,2019-01-01
972,19104945,2018-09-01
973,19104945,2018-07-01
974,19104945,2018-06-01
975,19104945,2018-05-01
976,19104945,2018-04-01
977,19104945,2018-04-01
978,19104945,2017-09-01
979,19104945,2022-09-01
980,19104945,2022-09-01
981,19104945,2022-09-01
982,19104945,2022-06-01
983,19104945,2022-06-01
984,19104945,2022-05-01
985,19104945,2022-04-01
986,19104945,2022-03-01
987,19104945,2021-09-01
988,19104945,2021-09-01
989,19104945,2021-07-01
990,19104945,2020-07-01
991,19104945,2020-07-01
992,19104945,2020-07-01
993,19104945,2020-06-01
994,19104945,2020-01-01
995,19104945,2019-11-01
996,19104945,2019-10-01
997,19104945,2019-10-01
998,19104945,2019-09-01
999,19104945,2019-09-01
1000,19104945,2019-09-01
1001,19104945,2019-08-01
1002,19104945,2019-08-01
1003,19104945,2019-07-01
1004,19104945,2019-07-01
1005,19104945,2019-06-01
1006,19104945,2019-06-01
1007,19104945,2019-06-01
1008,19104945,2019-06-01
1009,19104945,2019-05-01
1010,19104945,2019-05-01
1011,19104945,2019-04-01
1012,19104945,2018-10-01
1013,19104945,2018-10-01
1014,19104945,2018-10-01
1015,19104945,2018-09-01
1016,19104945,2018-09-01
1017,19104945,2018-09-01
1018,19104945,2018-08-01
1019,19104945,2018-08-01
1020,19104945,2018-08-01
1021,19104945,2018-08-01
1022,19104945,2018-07-01
1023,19104945,2018-06-01
1024,19104945,2018-06-01
1025,19104945,2018-06-01
1026,19104945,2018-05-01
1027,19104945,2018-05-01
1028,19104945,2018-05-01
1029,19104945,2018-05-01
1030,19104945,2018-04-01
1031,19104945,2018-04-01
1032,19104945,2018-04-01
1033,19104945,2017-10-01
1034,19104945,2017-10-01
1035,19104945,2017-10-01
1036,19104945,2017-09-01
1037,19104945,2017-09-01
1038,19104945,2017-09-01
1039,19104945,2017-09-01
1040,19104945,2017-08-01
1041,19104945,2017-06-01
1042,19104945,2017-06-01
1043,19104945,2017-06-01
1044,5072477,2022-04-01
1045,5072477,2021-11-01
1046,5072477,2020-09-01
1047,5072477,2020-07-01
1048,5072477,2022-06-01
1049,5072477,2022-06-01
1050,5072477,2022-06-01
1051,5072477,2022-05-01
1052,5072477,2022-04-01
1053,5072477,2021-10-01
1054,5072477,2021-09-01
1055,5072477,2021-08-01
1056,5072477,2021-07-01
1057,5072477,2021-06-01
1058,5072477,2019-09-01
1059,5072477,2019-08-01
1060,5072477,2019-05-01
1061,5072477,2018-11-01
1062,5072477,2018-09-01
1063,5072477,2018-07-01
1064,5072477,2017-11-01
1065,5072477,2017-10-01
